Vmax_export_umol_min_mg,Km_export_Arg_mM,Arg_e_gL
0.001,5.000000000000001,0.006850348418340329
0.001,5.644189458423447,0.006163033657088818
0.001,6.37137492851567,0.005536334435183892
0.001,7.192249441438314,0.004966495377112852
0.001,8.11888369594361,0.004449683093721184
0.001,9.164903554162182,0.003982061508239402
0.001,10.345690405573949,0.0035598539248896644
0.001,11.678607345450612,0.0031793924501023166
0.001,13.18325449365179,0.0028371557839426795
0.001,14.881757208156595,0.0025297966501292833
0.001,16.799091431418912,0.002254160253321563
0.001,18.963450953661248,0.0020072951709691174
0.001,21.406661993596977,0.001786458031761665
0.001,24.164651192858756,0.0015891132282687842
0.001,27.277973905842597,0.0014129287781416673
0.001,30.79241055330133,0.0012557693021922832
0.001,34.75963980887802,0.001115686940443086
0.001,39.23799851757307,0.000990910886837641
0.001,44.293339520504134,0.0008798360946933744
0.001,49.99999999999999,0.0007810115908143382
0.0012742749857031334,5.000000000000001,0.008662986213683044
0.0012742749857031334,5.644189458423447,0.007799250399269396
0.0012742749857031334,6.37137492851567,0.007010720955894099
0.0012742749857031334,7.192249441438314,0.006292907942967722
0.0012742749857031334,8.11888369594361,0.00564119185776939
0.0012742749857031334,9.164903554162182,0.00505091903966897
0.0012742749857031334,10.345690405573949,0.00451748153589436
0.0012742749857031334,11.678607345450612,0.004036381793904603
0.0012742749857031334,13.18325449365179,0.0036032831286194086
0.0012742749857031334,14.881757208156595,0.003214047301590634
0.0012742749857031334,16.799091431418912,0.002864760769477221
0.0012742749857031334,18.963450953661248,0.0025517512428070554
0.0012742749857031334,21.406661993596977,0.002271596176016159
0.0012742749857031334,24.164651192858756,0.0020211247169287425
0.0012742749857031334,27.277973905842597,0.0017974145047224383
0.0012742749857031334,30.79241055330133,0.00159778454146575
0.0012742749857031334,34.75963980887802,0.0014197851898461933
0.0012742749857031334,39.23799851757307,0.0012611861803809251
0.0012742749857031334,44.293339520504134,0.001119963352916541
0.0012742749857031334,49.99999999999999,0.0009942847141291942
0.001623776739188721,5.000000000000001,0.010932416314763414
0.001623776739188721,5.644189458423447,0.009851193034590687
0.001623776739188721,6.37137492851567,0.00886254543656238
0.001623776739188721,7.192249441438314,0.00796122455456414
0.001623776739188721,8.11888369594361,0.007141767693594632
0.001623776739188721,9.164903554162182,0.006398619441401448
0.001623776739188721,10.345690405573949,0.005726234860492513
0.001623776739188721,11.678607345450612,0.005119164735161956
0.001623776739188721,13.18325449365179,0.004572123574431915
0.001623776739188721,14.881757208156595,0.004080041662167037
0.001623776739188721,16.799091431418912,0.003638102821066944
0.001623776739188721,18.963450953661248,0.003241769750595532
0.001623776739188721,21.406661993596977,0.0028867988478999463
0.001623776739188721,24.164651192858756,0.002569246362962638
0.001623776739188721,27.277973905842597,0.002285467608639817
0.001623776739188721,30.79241055330133,0.0020321107715567804
0.001623776739188721,34.75963980887802,0.0018061066737693895
0.001623776739188721,39.23799851757307,0.001604655634591577
0.001623776739188721,44.293339520504134,0.0014252123888199711
0.001623776739188721,49.99999999999999,0.0012654698392934587
0.00206913808111479,5.000000000000001,0.013759755535976761
0.00206913808111479,5.644189458423447,0.012413044746343225
0.00206913808111479,6.37137492851567,0.01117910619518023
0.00206913808111479,7.192249441438314,0.010052002687021642
0.00206913808111479,8.11888369594361,0.009025446722246165
0.00206913808111479,9.164903554162182,0.008092954445244334
0.00206913808111479,10.345690405573949,0.007247979700709213
0.00206913808111479,11.678607345450612,0.006484027224820835
0.00206913808111479,13.18325449365179,0.005794745148264841
0.00206913808111479,14.881757208156595,0.0051739978619551276
0.00206913808111479,16.799091431418912,0.004615920902724508
